1,30,0,51.9,0.67,0.81,0.9914054900351521
0,125,0,128.4,1.0,0.91,0.9914395057053029
0,10,0,13.5,0.0,0.59,0.9912767337104015
0,0,0,33.6,0.0,0.0,0.9924677446447542
1,41,0,84.3,0.67,0.84,0.9927104701557978
0,11,0,36.9,1.33,0.59,0.9916325214005703
0,0,0,41.5,0.0,0.09,0.9873578990822149
1,35,0,40.8,0.67,0.87,0.9899491861165264
1,9,0,53.5,1.67,0.38,0.9922092740403249
0,0,0,33.5,0.0,0.0,0.992505030359439
1,44,21,982.3,0.67,0.85,0.9925643068520967
1,27,0,73.5,0.67,0.84,0.9894810268796965
0,0,0,-15.7,0.0,0.0,0.9929803673137979
0,8,0,574.3,0.0,0.42,0.9929664128450049
1,26,20,30.7,0.67,0.83,0.9906963381705141
0,5,0,25.5,1.0,0.97,0.9920294555733393
1,0,0,25.7,0.0,0.38,0.9889695073224182
1,10,0,82.6,0.67,0.84,0.9883646059475587
1,21,2,158.8,1.0,0.88,0.9912767337104015
1,22,2,192.3,1.0,0.88,0.9918858614372899
0,6,1,20.0,0.0,0.6,0.986718333543512
1,44,25,107.2,1.33,0.89,0.990986701347152
1,35,0,67.3,0.67,0.87,0.9912680822899661
1,21,2,107.6,1.0,0.87,0.9904346813279084
0,125,0,112.8,1.0,0.91,0.9914902791140222
1,13,10,36.0,0.67,0.07,0.9920056994805194
1,54,0,33.1,6.0,0.67,0.991422514586288
1,8,0,120.8,1.0,0.34,0.9913713403779155
0,12,0,64.0,1.0,0.41,0.9913884319872746
0,5,0,31.2,1.0,0.91,0.9913798903818313
0,51,0,30.0,0.67,0.33,0.991422514586288
1,316,0,199.5,1.67,0.95,0.9895225787661529
1,24,0,34.4,1.0,0.3,0.9919340089901527
1,34,0,49.3,1.33,0.35,0.9899292670144227
1,21,2,122.7,1.0,0.88,0.990126712017706
0,46,0,28.8,0.67,0.19,0.9907331343133465
1,34,14,36.7,2.0,0.8,0.9908517289465655
0,125,0,111.1,1.0,0.91,0.9907880583755533
0,51,0,22.5,0.67,0.33,0.9887935936781571
0,5,0,30.7,1.0,0.84,0.9902046126023112
1,151,7,143.7,0.67,0.91,0.9926669231945832
1,22,0,66.1,0.67,0.81,0.9909509028521426
0,3,0,85.2,0.0,0.89,0.9920373586989583
1,253,94,72.0,0.67,0.07,0.9849320101894071
1,139,139,453.3,1.0,0.03,0.9931592931479355
1,44,23,90.9,1.33,0.88,0.9903203238012199
1,10,9,32.5,0.0,1.0,0.9917887095596722
1,25,5,47.6,1.0,0.26,0.991224697455814
1,23,2,71.7,1.0,0.88,0.9912767337104015
0,11,1,43.4,1.0,0.78,0.992076757875765
1,19,0,53.4,0.67,0.95,0.9903776707991921
1,1,1,13.9,0.0,0.0,0.9872576505358884
1,44,31,100.5,1.33,0.88,0.9908335819772918
1,26,0,37.1,0.67,0.84,0.9906223111373232
1,19,0,78.0,0.67,0.95,0.9904157150841213
1,23,2,25.0,1.0,0.88,0.9887714103538595
1,20,0,24.3,0.67,0.87,0.9878235460271583
0,4,0,16.4,0.0,0.73,0.9897177429395645
1,0,0,-3.1,0.0,0.0,0.9877994661658552
0,10,0,22.9,0.67,0.2,0.9918697489930575
0,10,2,62.9,1.33,0.98,0.9925273138038131
1,333,0,61.6,0.67,0.93,0.9919659498196393
1,44,25,138.6,1.33,0.88,0.9901462444767687
0,5,5,21.0,0.0,0.33,0.9880381631007614
0,7,1,46.3,1.33,1.0,0.9927967954306821
0,6,0,30.0,1.0,0.68,0.9912853766345286
1,21,0,85.5,0.67,0.86,0.9912853766345286
1,42,29,97.8,1.33,0.88,0.9907331343133465
0,0,0,31.8,0.0,0.0,0.9924975878995396
1,20,0,47.9,0.67,0.82,0.989748227726628
0,5,0,41.8,1.0,0.94,0.9922324299219849
0,10,0,33.5,1.0,0.94,0.9906408724136121
