0,6,1,31.4,0.0,0.0,0.7010598212331054
0,5,1,21.2,0.0,0.0,0.41104058000482363
0,14,0,32.7,0.0,0.36,0.07284292986867862
0,23,1,23.1,1.0,0.83,0.645621209181228
0,10,1,45.9,0.67,0.77,0.79118873003341
0,6,0,51.6,1.33,0.71,0.6984072063991027
0,15,0,56.7,0.67,0.5,0.7488009840800546
0,62,0,43.9,0.67,0.5,0.7192462498893677
0,5,0,32.1,0.67,0.27,0.5268405413403535
0,5,0,35.5,1.0,0.5,0.6957412691832554
0,6,0,40.8,0.67,0.5,0.6739484589544399
0,7,0,46.8,0.67,0.5,0.782722872393677
0,6,0,39.1,0.67,0.5,0.7318151793686625
0,29,1,43.8,0.67,0.82,0.7305744503289145
0,30,1,44.3,1.0,0.83,0.6984072063991027
0,23,1,43.0,0.67,0.82,0.6427273612705193
0,69,0,49.1,0.0,0.0,0.8351374628692342
0,69,0,49.1,0.0,0.0,0.8351374628692342
0,7,1,43.6,0.0,0.0,0.4763833258951478
0,69,0,49.1,0.0,0.0,0.8351374628692342
0,41,1,54.4,0.0,0.14,0.6236706934151955
0,13,0,77.8,0.33,0.19,0.7192462498893677
0,3,0,48.6,0.0,0.0,0.8226066008271382
0,3,0,48.8,0.0,0.0,0.6221879435071945
0,3,0,49.7,0.0,0.0,0.8160662902192086
0,3,0,48.9,0.0,0.0,0.7773071636254553
0,3,0,48.7,0.0,0.0,0.8170119316370763
0,3,0,48.8,0.0,0.0,0.8271656151728174
0,3,0,48.8,0.0,0.0,0.797377112538507
0,3,0,48.9,0.0,0.0,0.6767166193808593
0,3,0,48.6,0.0,0.0,0.6739484589544399
0,3,0,48.6,0.0,0.0,0.780568077243102
0,3,0,48.7,0.0,0.0,0.7932668537497313
0,3,0,49.7,0.0,0.0,0.7673180670509957
0,8,0,98.1,0.0,0.1,0.7932668537497313
0,8,0,35.5,0.0,0.36,0.1631730227650081
0,8,0,30.1,0.0,0.36,0.15473555218029297
0,24,1,32.2,1.0,0.2,0.5016160480066786
0,10,0,27.2,0.67,0.2,0.45439878460721767
0,8,0,59.5,0.0,0.36,0.16317302276500886
0,14,0,27.5,0.0,0.45,0.10177208761128946
0,8,0,67.3,0.0,0.36,0.1580669693211028
0,9,0,21.0,0.67,0.17,0.43569213428185355
0,28,0,52.5,0.67,0.13,0.755857942587432
0,14,0,48.8,0.0,0.45,0.09290335711917282
0,14,0,86.4,0.0,0.45,0.20886137769335356
0,69,0,49.1,0.0,0.0,0.8351374628692342
0,46,0,39.9,0.0,0.0,0.8073849550515085
0,44,1,111.0,0.0,0.02,0.39434037900834956
0,10,0,49.9,3.67,0.36,0.717969781671527
0,14,0,35.0,0.0,0.36,0.09079721607672499
0,27,1,107.2,1.0,0.8,0.6849466139995174
0,13,1,55.2,0.67,0.75,0.7581802152164889
0,27,0,56.8,0.0,0.56,0.5221174908949198
0,6,0,49.0,1.0,0.33,0.7440216775941111
0,10,0,34.1,0.67,0.43,0.4465855897608869
0,1,0,61.0,0.0,0.0,0.8333918320094528
0,1,0,116.8,0.0,0.0,0.8485772559135818
0,1,0,42.0,0.0,0.0,0.8170119316370763
0,1,0,31.8,0.0,0.0,0.8054139372843504
0,1,0,22.5,0.0,0.0,0.7255754551340832
0,2,1,43.3,0.0,0.0,0.786986473496697
0,2,1,18.3,0.0,0.0,0.8333918320094528
0,2,1,89.5,0.0,0.0,0.780568077243102
0,51,0,87.7,1.67,0.01,0.29636423467074124
0,14,0,48.0,0.0,0.45,0.060681972568999876
0,0,0,23.5,0.0,1.0,0.26577342466455606
0,69,0,49.1,0.0,0.0,0.8351374628692342
0,4,0,41.4,0.67,0.43,0.581371413409364
0,0,0,70.5,0.0,0.03,0.7488009840800546
0,0,0,54.8,0.0,0.03,0.755857942587432
